status_code,sub_code,sub_code_type,korean_status_name,korean_subcode_name,manual_source_file,section_title,page_reference,procedure_types_found,required_documents_listed,extraction_status,notes
F-2,E-7-1,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,E-7-2,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,E-7-4,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,E-9-1,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-1-1,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-1-12,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-12,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-13,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-16,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-2,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-3,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-4,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-5,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-6,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-7,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-71,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-7S,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-8,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-81,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-2-99,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-3-18,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-5-13,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-5-21,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-6-1,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-6-2,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-2,F-6-3,explicit_code,거주,,stay_manual_2026_05.pdf,거주,360-420,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,,see_subrows,동반,,stay_manual_2026_05.pdf,동반,421-425,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,yes,EXTRACTED,5 subcode mentions; 4 doc blocks
F-3,D-2-3,explicit_code,동반,,stay_manual_2026_05.pdf,동반,421-425,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,D-2-4,explicit_code,동반,,stay_manual_2026_05.pdf,동반,421-425,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,E-7-4,explicit_code,동반,,stay_manual_2026_05.pdf,동반,421-425,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,F-3-19,explicit_code,동반,,stay_manual_2026_05.pdf,동반,421-425,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-3,F-3-20,explicit_code,동반,,stay_manual_2026_05.pdf,동반,421-425,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,,see_subrows,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,35 subcode mentions; 6 doc blocks
F-5,C-3-1,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,D-2-4,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,D-2-7,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,D-8-4,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-2-7,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-2-71,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-2-8,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-2-81,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-1,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-10,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-11,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-12,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-13,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-14,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-15,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-16,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-17,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-18,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-19,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-2,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-20,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-21,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-22,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-23,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-24,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-25,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-26,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-3,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-4,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-5,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-6,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-7,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-8,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-5-9,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-5,F-6-1,explicit_code,영주,,stay_manual_2026_05.pdf,영주,426-473,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,,see_subrows,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,yes,EXTRACTED,6 subcode mentions; 14 doc blocks
F-6,F-1-6,explicit_code,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-2-1,explicit_code,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-2-10,explicit_code,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-6-1,explicit_code,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-6-2,explicit_code,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
F-6,F-6-3,explicit_code,결혼이민,,stay_manual_2026_05.pdf,결혼이민,474-497,change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,,see_subrows,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,yes,EXTRACTED,15 subcode mentions; 11 doc blocks
G-1,C-3-3,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,E-7-H,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,F-1-16,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-1,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-10,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-11,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-12,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-2,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-3,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-4,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-5,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-6,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-7,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-9,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
G-1,G-1-99,explicit_code,기타,,stay_manual_2026_05.pdf,기타,498-513,activity_outside_status;change_of_status;extension;reentry;registration;status_grant;visa_issuance,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
H-1,,none_found,관광취업,,stay_manual_2026_05.pdf,관광취업,514-517,change_of_status;extension;reentry;registration;reporting_duty;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,0 subcode mentions; 1 doc blocks
FORDIASP,,see_subrows,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,yes,EXTRACTED,14 subcode mentions; 5 doc blocks
FORDIASP,C-3-8,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-1-72,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-4-41,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-4-42,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-4-R,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-11,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-12,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-14,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-15,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-5,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-6,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-7,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
FORDIASP,F-5-9,explicit_code,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",,stay_manual_2026_05.pdf,"외국국적동포 관련 [C-3-8,F-1,H-2,F-4,F-5]",518-584,activity_outside_status;change_of_status;extension;reentry;registration;reporting_duty;status_grant;visa_issuance;workplace_change_or_addition,unclear,PARTIAL,sub-code mentioned in section; per-sub doc list needs review
